curve_id,top_dir,doi,figure_label,series_id,status,reason,n_original_points,pce_max_0_200h,max_x_hours,n_unique_t,t_coverage_pct,unit_label
x_time_h/10.1016_j.orgel.2018.02.026/Fig8_A_stability_performance_curve_pce/10.1016_j.orgel.2018.02.026__Fig8__A__stability_performance_curve_pce__CF__Series_2.csv,x_time_h,10.1016/j.orgel.2018.02.026,Fig8_A,Series_2,excluded,Curve max time 143.8h < 200.0h (curve too short),81,,142.41939658756027,81,71.20969829378014,hours
x_time_h/10.1016_j.orgel.2018.02.026/Fig8_A_stability_performance_curve_pce/10.1016_j.orgel.2018.02.026__Fig8__A__stability_performance_curve_pce__DCB__Series_1.csv,x_time_h,10.1016/j.orgel.2018.02.026,Fig8_A,Series_1,excluded,Curve max time 142.2h < 200.0h (curve too short),81,,142.41939658756027,81,71.20969829378014,hours
x_time_h/10.1016_j.orgel.2018.09.019/Fig4_A_stability_performance_curve_pce/10.1016_j.orgel.2018.09.019__Fig4__A__stability_performance_curve_pce__TiO₂_(UV)__Series_3.csv,x_time_h,10.1016/j.orgel.2018.09.019,Fig4_A,Series_3,excluded,Curve max time 99.5h < 200.0h (curve too short),58,,100.5807740150511,58,50.29038700752555,hours
x_time_h/10.1016_j.orgel.2018.09.019/Fig4_A_stability_performance_curve_pce/10.1016_j.orgel.2018.09.019__Fig4__A__stability_performance_curve_pce__TiO₂_SrO_(UV)__Series_2.csv,x_time_h,10.1016/j.orgel.2018.09.019,Fig4_A,Series_2,excluded,Curve max time 100.4h < 200.0h (curve too short),58,,100.58077401505109,58,50.29038700752555,hours
x_time_h/10.1016_j.orgel.2019.03.033/Fig7_C_stability_performance_curve_pce/10.1016_j.orgel.2019.03.033__Fig7__C__stability_performance_curve_pce__reference__Series_2.csv,x_time_h,10.1016/j.orgel.2019.03.033,Fig7_C,Series_2,excluded,Curve max time 188.4h < 200.0h (curve too short),52,,189.97400574962012,52,94.98700287481006,hours
x_time_h/10.1016_j.orgel.2019.03.036/Fig5_C_stability_performance_curve_pce/10.1016_j.orgel.2019.03.036__Fig5__C__stability_performance_curve_pce__Spiro-OMeTAD_Agl(3%)__Series_1.csv,x_time_h,10.1016/j.orgel.2019.03.036,Fig5_C,Series_1,excluded,Curve max time 117.4h < 200.0h (curve too short),49,,116.74679373698272,49,58.37339686849137,hours
x_time_h/10.1016_j.orgel.2019.03.036/Fig5_D_stability_performance_curve_pce/10.1016_j.orgel.2019.03.036__Fig5__D__stability_performance_curve_pce__o—Spiro-OMeTAD_AgI(3%)__Series_1.csv,x_time_h,10.1016/j.orgel.2019.03.036,Fig5_D,Series_1,excluded,Curve max time 117.5h < 200.0h (curve too short),49,,116.75074863851279,49,58.37537431925639,hours
x_time_h/10.1016_j.orgel.2019.105384/Fig5_whole_figure/10.1016_j.orgel.2019.105384__Fig5__whole__figure__MAPbI3_PCBM__Series_1.csv,x_time_h,10.1016/j.orgel.2019.105384,Fig5,Series_1,excluded,Curve max time 191.3h < 200.0h (curve too short),74,,193.14995151883141,74,96.57497575941571,hours
x_time_h/10.1016_j.orgel.2019.105384/Fig5_whole_figure/10.1016_j.orgel.2019.105384__Fig5__whole__figure__MAPbl3__Series_2.csv,x_time_h,10.1016/j.orgel.2019.105384,Fig5,Series_2,excluded,Curve max time 190.5h < 200.0h (curve too short),74,,193.14995151883141,74,96.57497575941571,hours
x_time_h/10.1016_j.orgel.2019.105490/Fig9_F_stability_performance_curve_pce/10.1016_j.orgel.2019.105490__Fig9__F__stability_performance_curve_pce__WO__Series_1.csv,x_time_h,10.1016/j.orgel.2019.105490,Fig9_F,Series_1,excluded,"Too few unique time points (9) in [0,200]h window (data spans 94% of window)",62,,187.59834893214918,9,93.79917446607459,hours
x_time_h/10.1016_j.orgel.2021.106244/Fig7_whole_stability_performance_curve_pce/10.1016_j.orgel.2021.106244__Fig7__whole__stability_performance_curve_pce__Spiro__Series_1.csv,x_time_h,10.1016/j.orgel.2021.106244,Fig7,Series_1,excluded,Curve max time 167.5h < 200.0h (curve too short),82,,166.8269410075255,82,83.41347050376275,hours
x_time_h/10.1016_j.solener.2018.09.057/Fig7_A_stability_performance_curve_pce/10.1016_j.solener.2018.09.057__Fig7__A__stability_performance_curve_pce__FAPbI3__Series_1.csv,x_time_h,10.1016/j.solener.2018.09.057,Fig7_A,Series_1,excluded,"Too few unique time points (6) in [0,200]h window (data spans 98% of window)",61,,196.90925953482827,6,98.45462976741413,hours
x_time_h/10.1016_j.solener.2018.09.057/Fig7_A_stability_performance_curve_pce/10.1016_j.solener.2018.09.057__Fig7__A__stability_performance_curve_pce__MAPbI3__Series_2.csv,x_time_h,10.1016/j.solener.2018.09.057,Fig7_A,Series_2,excluded,"Too few unique time points (6) in [0,200]h window (data spans 98% of window)",61,,196.90925953482827,6,98.45462976741413,hours
x_time_h/10.1016_j.solener.2020.01.048/Fig4_D_stability_performance_curve_eqe/10.1016_j.solener.2020.01.048__Fig4__D__stability_performance_curve_eqe__Uncoated_PsCs__Series_2.csv,x_time_h,10.1016/j.solener.2020.01.048,Fig4_D,Series_2,excluded,Curve max time 198.6h < 200.0h (curve too short),66,,199.56719925990873,66,99.78359962995437,hours
x_time_h/10.1016_j.solener.2021.01.030/Fig6_A_stability_performance_curve_pce/10.1016_j.solener.2021.01.030__Fig6__A__stability_performance_curve_pce__without_TM__Series_2.csv,x_time_h,10.1016/j.solener.2021.01.030,Fig6_A,Series_2,excluded,Curve max time 148.1h < 200.0h (curve too short),68,,148.86152234209257,68,74.43076117104629,hours
x_time_h/10.1016_j.solener.2021.06.001/Fig7_C_stability_performance_curve_pce/10.1016_j.solener.2021.06.001__Fig7__C__stability_performance_curve_pce__Control__Series_2.csv,x_time_h,10.1016/j.solener.2021.06.001,Fig7_C,Series_2,excluded,"Too few unique time points (6) in [0,200]h window (data spans 99% of window)",50,,198.74901164951189,6,99.37450582475594,hours
x_time_h/10.1016_j.solener.2021.06.076/Fig9_A_stability_performance_curve_pce/10.1016_j.solener.2021.06.076__Fig9__A__stability_performance_curve_pce__PC₀NH₀__Series_1.csv,x_time_h,10.1016/j.solener.2021.06.076,Fig9_A,Series_1,excluded,Curve max time 187.2h < 200.0h (curve too short),26,,190.9340942669832,26,95.4670471334916,hours
x_time_h/10.1016_j.solmat.2015.10.008/Fig6_D_ff/10.1016_j.solmat.2015.10.008__Fig6__D__ff__O-PDPP3T__Series_2.csv,x_time_h,10.1016/j.solmat.2015.10.008,Fig6_D,Series_2,excluded,Curve max time 170.4h < 200.0h (curve too short),56,,169.1024258120541,56,84.55121290602705,hours
x_time_h/10.1016_j.solmat.2015.10.008/Fig6_D_ff/10.1016_j.solmat.2015.10.008__Fig6__D__ff__Spiro-OMeTAD__Series_1.csv,x_time_h,10.1016/j.solmat.2015.10.008,Fig6_D,Series_1,excluded,Curve max time 170.1h < 200.0h (curve too short),56,,169.1024258120541,56,84.55121290602705,hours
x_time_h/10.1016_j.solmat.2017.12.015/Fig8_D_stability_performance_curve_pce/10.1016_j.solmat.2017.12.015__Fig8__D__stability_performance_curve_pce__Reference__Series_2.csv,x_time_h,10.1016/j.solmat.2017.12.015,Fig8_D,Series_2,excluded,Curve max time 119.8h < 200.0h (curve too short),70,,120.20002815154277,70,60.10001407577138,hours
x_time_h/10.1016_j.solmat.2019.04.007/Fig6_B_stability/10.1016_j.solmat.2019.04.007__Fig6__B__stability__PCBM__Series_2.csv,x_time_h,10.1016/j.solmat.2019.04.007,Fig6_B,Series_2,excluded,Curve max time 190.7h < 200.0h (curve too short),59,,190.96429993074858,59,95.48214996537429,hours
x_time_h/10.1016_j.solmat.2019.110297/Fig6_F_stability_performance_curve_pce/10.1016_j.solmat.2019.110297__Fig6__F__stability_performance_curve_pce__control_device__Series_3.csv,x_time_h,10.1016/j.solmat.2019.110297,Fig6_F,Series_3,excluded,Curve max time 199.5h < 200.0h (curve too short),56,,196.52798946367858,54,98.26399473183929,hours
x_time_h/10.1016_j.solmat.2019.110335/Fig1_E_schematic_diagram_pce/10.1016_j.solmat.2019.110335__Fig1__E__schematic_diagram_pce__withoutPC6oBM__Series_1.csv,x_time_h,10.1016/j.solmat.2019.110335,Fig1_E,Series_1,excluded,Curve max time 198.8h < 200.0h (curve too short),57,,199.62259197952085,57,99.81129598976042,hours
x_time_h/10.1016_j.solmat.2019.110335/Fig1_F_schematic_diagram_stability_performance_curve_pce/10.1016_j.solmat.2019.110335__Fig1__F__schematic_diagram_stability_performance_curve_pce__with_PC60BM__Series_1.csv,x_time_h,10.1016/j.solmat.2019.110335,Fig1_F,Series_1,excluded,Curve max time 196.9h < 200.0h (curve too short),56,,197.43580203395544,56,98.71790101697772,hours
x_time_h/10.1016_j.solmat.2019.110383/Fig3_whole_figure/10.1016_j.solmat.2019.110383__Fig3__whole__figure__Series_1__Series_1.csv,x_time_h,10.1016/j.solmat.2019.110383,Fig3,Series_1,excluded,Curve max time 197.2h < 200.0h (curve too short),91,,196.83788997926416,91,98.41894498963208,hours
x_time_h/10.1016_j.solmat.2020.110527/Fig8_whole_stability/10.1016_j.solmat.2020.110527__Fig8__whole__stability__Control__Series_1.csv,x_time_h,10.1016/j.solmat.2020.110527,Fig8,Series_1,excluded,"Too few unique time points (8) in [0,200]h window (data spans 95% of window)",78,,190.55233643967944,8,95.27616821983972,hours
x_time_h/10.1016_j.synthmet.2020.116547/Fig3_B_stability_performance_curve/10.1016_j.synthmet.2020.116547__Fig3__B__stability_performance_curve__ZnO__Series_3.csv,x_time_h,10.1016/j.synthmet.2020.116547,Fig3_B,Series_3,excluded,"Too few unique time points (6) in [0,200]h window (data spans 96% of window)",57,,191.1263245496616,6,95.5631622748308,hours
x_time_h/10.1016_j.xcrp.2020.100224/Fig5_B_stability/10.1016_j.xcrp.2020.100224__Fig5__B__stability__control__Series_1.csv,x_time_h,10.1016/j.xcrp.2020.100224,Fig5_B,Series_1,excluded,"Too few unique time points (5) in [0,200]h window (data spans 37% of window)",5,,74.49194732806725,5,37.24597366403363,hours
x_time_h/10.1016_j.xcrp.2020.100224/Fig5_D_stability_performance_curve/10.1016_j.xcrp.2020.100224__Fig5__D__stability_performance_curve__control__Series_2.csv,x_time_h,10.1016/j.xcrp.2020.100224,Fig5_D,Series_2,excluded,"Too few unique time points (9) in [0,200]h window (data spans 22% of window)",9,,43.59815832551338,9,21.79907916275669,hours
x_time_h/10.1016_j.xcrp.2021.100395/Fig6_D_stability_performance_curve_pce/10.1016_j.xcrp.2021.100395__Fig6__D__stability_performance_curve_pce__RH_0%__Series_2.csv,x_time_h,10.1016/j.xcrp.2021.100395,Fig6_D,Series_2,excluded,"Too few unique time points (8) in [0,200]h window (data spans 92% of window)",35,,184.3249848463646,8,92.1624924231823,hours
x_time_h/10.1016_j.xcrp.2021.100395/Fig6_D_stability_performance_curve_pce/10.1016_j.xcrp.2021.100395__Fig6__D__stability_performance_curve_pce__RH_40%__Series_1.csv,x_time_h,10.1016/j.xcrp.2021.100395,Fig6_D,Series_1,excluded,"Too few unique time points (7) in [0,200]h window (data spans 92% of window)",44,,184.3249848463645,7,92.16249242318224,hours
x_time_h/10.1016_j.xcrp.2021.100395/Fig6_E_stability_performance_curve_pce/10.1016_j.xcrp.2021.100395__Fig6__E__stability_performance_curve_pce__RH_0%__Series_2.csv,x_time_h,10.1016/j.xcrp.2021.100395,Fig6_E,Series_2,excluded,"Too few unique time points (7) in [0,200]h window (data spans 92% of window)",19,,184.4371097574986,7,92.2185548787493,hours
x_time_h/10.1016_j.xcrp.2021.100395/Fig6_F_stability_performance_curve_pce/10.1016_j.xcrp.2021.100395__Fig6__F__stability_performance_curve_pce__中RH0%__Series_2.csv,x_time_h,10.1016/j.xcrp.2021.100395,Fig6_F,Series_2,excluded,Curve max time 152.5h < 200.0h (curve too short),20,,155.05585802241524,20,77.52792901120762,hours
x_time_h/10.1016_j.xcrp.2021.100450/Fig5_C_stability_performance_curve_pce_image/10.1016_j.xcrp.2021.100450__Fig5__C__stability_performance_curve_pce_image__Control__Series_2.csv,x_time_h,10.1016/j.xcrp.2021.100450,Fig5_C,Series_2,excluded,"Too few unique time points (9) in [0,200]h window (data spans 99% of window)",33,,197.31200002258964,9,98.65600001129482,hours
x_time_h/10.1016_j.xcrp.2021.100450/Fig5_F_stability_performance_curve_pce_image/10.1016_j.xcrp.2021.100450__Fig5__F__stability_performance_curve_pce_image__Control__Series_2.csv,x_time_h,10.1016/j.xcrp.2021.100450,Fig5_F,Series_2,excluded,Curve max time 196.5h < 200.0h (curve too short),41,,197.5209180748783,41,98.76045903743915,hours
x_time_h/10.1021_acs.chemmater.0c00995/Fig6_D_xrd_pattern_stability_performance_curve_pce_spectrum/10.1021_acs.chemmater.0c00995__Fig6__D__xrd_pattern_stability_performance_curve_pce_spectrum__MAPI_PSC__Series_1.csv,x_time_h,10.1021/acs.chemmater.0c00995,Fig6_D,Series_1,excluded,Curve max time 140.1h < 200.0h (curve too short),21,,144.59220897790323,21,72.29610448895161,hours
x_time_h/10.1021_acs.chemmater.1c00662/Fig4_A_stability_performance_curve_pce/10.1021_acs.chemmater.1c00662__Fig4__A__stability_performance_curve_pce__PCBM_PDINO__Series_2.csv,x_time_h,10.1021/acs.chemmater.1c00662,Fig4_A,Series_2,excluded,"Too few unique time points (7) in [0,200]h window (data spans 89% of window)",38,,177.832342812602,7,88.916171406301,hours
x_time_h/10.1021_acs.chemmater.1c00662/Fig4_A_stability_performance_curve_pce/10.1021_acs.chemmater.1c00662__Fig4__A__stability_performance_curve_pce__PCBM_ZnO__Series_3.csv,x_time_h,10.1021/acs.chemmater.1c00662,Fig4_A,Series_3,excluded,"Too few unique time points (7) in [0,200]h window (data spans 89% of window)",38,,177.832342812602,7,88.916171406301,hours
x_time_h/10.1021_acs.chemmater.1c00662/Fig4_B_stability_performance_curve_pce/10.1021_acs.chemmater.1c00662__Fig4__B__stability_performance_curve_pce__PCBM_ZnO__Series_2.csv,x_time_h,10.1021/acs.chemmater.1c00662,Fig4_B,Series_2,excluded,Curve max time 162.1h < 200.0h (curve too short),23,,163.1502076495952,23,81.5751038247976,hours
x_time_h/10.1021_acs.chemmater.8b02970/Fig6_C_stability_performance_curve_pce/10.1021_acs.chemmater.8b02970__Fig6__C__stability_performance_curve_pce__3D-Br10__Series_1.csv,x_time_h,10.1021/acs.chemmater.8b02970,Fig6_C,Series_1,excluded,"Too few unique time points (8) in [0,200]h window (data spans 98% of window)",78,,196.59381913483958,8,98.29690956741979,hours
x_time_h/10.1021_acs.chemmater.8b02970/Fig6_C_stability_performance_curve_pce/10.1021_acs.chemmater.8b02970__Fig6__C__stability_performance_curve_pce__3D-Bro__Series_4.csv,x_time_h,10.1021/acs.chemmater.8b02970,Fig6_C,Series_4,excluded,"Too few unique time points (8) in [0,200]h window (data spans 98% of window)",77,,196.59381913483958,8,98.29690956741979,hours
x_time_h/10.1021_acs.chemmater.8b02970/Fig6_C_stability_performance_curve_pce/10.1021_acs.chemmater.8b02970__Fig6__C__stability_performance_curve_pce__MD-Br10__Series_2.csv,x_time_h,10.1021/acs.chemmater.8b02970,Fig6_C,Series_2,excluded,"Too few unique time points (8) in [0,200]h window (data spans 98% of window)",77,,196.59381913483958,8,98.29690956741979,hours
x_time_h/10.1021_acs.chemmater.8b02970/Fig6_C_stability_performance_curve_pce/10.1021_acs.chemmater.8b02970__Fig6__C__stability_performance_curve_pce__MD-Bro0__Series_3.csv,x_time_h,10.1021/acs.chemmater.8b02970,Fig6_C,Series_3,excluded,"Too few unique time points (8) in [0,200]h window (data spans 98% of window)",77,,196.59381913483963,8,98.29690956741982,hours
x_time_h/10.1021_acs.jpcc.0c02628/Fig6_A_stability_performance_curve_pce_optimized_structure/10.1021_acs.jpcc.0c02628__Fig6__A__stability_performance_curve_pce_optimized_structure__SnO₂__Series_1.csv,x_time_h,10.1021/acs.jpcc.0c02628,Fig6_A,Series_1,excluded,"Too few unique time points (9) in [0,200]h window (data spans 96% of window)",44,,192.28082748767224,9,96.14041374383612,hours
x_time_h/10.1021_acs.jpcc.0c09606/Fig7_A_stability_performance_curve_pce/10.1021_acs.jpcc.0c09606__Fig7__A__stability_performance_curve_pce__Control__Series_1.csv,x_time_h,10.1021/acs.jpcc.0c09606,Fig7_A,Series_1,excluded,"Too few unique time points (6) in [0,200]h window (data spans 93% of window)",59,,185.73894616228284,6,92.86947308114142,hours
x_time_h/10.1021_acs.jpcc.0c10805/Fig5_F_stability_performance_curve_pce/10.1021_acs.jpcc.0c10805__Fig5__F__stability_performance_curve_pce__Control__Series_1.csv,x_time_h,10.1021/acs.jpcc.0c10805,Fig5_F,Series_1,excluded,"Too few unique time points (6) in [0,200]h window (data spans 98% of window)",18,,196.1124297250043,6,98.05621486250215,hours
x_time_h/10.1021_acs.jpclett.8b03194/Fig4_A_stability_performance_curve_pce/10.1021_acs.jpclett.8b03194__Fig4__A__stability_performance_curve_pce__0%Csl__Series_2.csv,x_time_h,10.1021/acs.jpclett.8b03194,Fig4_A,Series_2,excluded,"Too few unique time points (7) in [0,200]h window (data spans 93% of window)",47,,185.78167250349935,7,92.89083625174968,hours
x_time_h/10.1021_acs.jpclett.8b03194/Fig4_A_stability_performance_curve_pce_2/10.1021_acs.jpclett.8b03194__Fig4__A__stability_performance_curve_pce_2__0%_CsI__Series_2.csv,x_time_h,10.1021/acs.jpclett.8b03194,Fig4_A,Series_2,excluded,"Too few unique time points (6) in [0,200]h window (data spans 84% of window)",43,,167.8388427064641,6,83.91942135323205,hours
x_time_h/10.1021_acs.jpclett.9b03414/Fig5_H_stability/10.1021_acs.jpclett.9b03414__Fig5__H__stability__n=5__Series_1.csv,x_time_h,10.1021/acs.jpclett.9b03414,Fig5_H,Series_1,excluded,"Too few unique time points (8) in [0,200]h window (data spans 92% of window)",39,,184.81518204915682,8,92.40759102457841,hours
x_time_h/10.1021_acs.jpclett.9b03414/Fig5_H_stability/10.1021_acs.jpclett.9b03414__Fig5__H__stability__n=∞__Series_4.csv,x_time_h,10.1021/acs.jpclett.9b03414,Fig5_H,Series_4,excluded,"Too few unique time points (8) in [0,200]h window (data spans 92% of window)",40,,184.81518204915682,8,92.40759102457841,hours
x_time_h/10.1021_acs.langmuir.8b01650/Fig6_whole_stability/10.1021_acs.langmuir.8b01650__Fig6__whole__stability__Control__Series_1.csv,x_time_h,10.1021/acs.langmuir.8b01650,Fig6,Series_1,excluded,Curve max time 119.8h < 200.0h (curve too short),74,,120.81491197322822,74,60.40745598661411,hours
x_time_h/10.1021_acsaem.0c00584/Fig3_D_stability_performance_curve_pce/10.1021_acsaem.0c00584__Fig3__D__stability_performance_curve_pce__145mg_ml×3LFAIQDs__Series_2.csv,x_time_h,10.1021/acsaem.0c00584,Fig3_D,Series_2,excluded,Curve max time 119.8h < 200.0h (curve too short),65,,117.59813260291074,65,58.79906630145537,hours
x_time_h/10.1021_acsaem.0c00584/Fig3_D_stability_performance_curve_pce/10.1021_acsaem.0c00584__Fig3__D__stability_performance_curve_pce__145mg_ml×3L_Control_QDs__Series_1.csv,x_time_h,10.1021/acsaem.0c00584,Fig3_D,Series_1,excluded,Curve max time 120.0h < 200.0h (curve too short),66,,119.43560342483124,66,59.71780171241562,hours
x_time_h/10.1021_acsaem.0c00584/Fig3_D_stability_performance_curve_pce/10.1021_acsaem.0c00584__Fig3__D__stability_performance_curve_pce__75mg_ml×5LFAIQDs__Series_4.csv,x_time_h,10.1021/acsaem.0c00584,Fig3_D,Series_4,excluded,Curve max time 117.6h < 200.0h (curve too short),26,,112.08572013714932,26,56.04286006857466,hours
x_time_h/10.1021_acsaem.0c00584/Fig3_D_stability_performance_curve_pce/10.1021_acsaem.0c00584__Fig3__D__stability_performance_curve_pce__75mg_ml×5L_Control_QDs__Series_3.csv,x_time_h,10.1021/acsaem.0c00584,Fig3_D,Series_3,excluded,Curve max time 118.7h < 200.0h (curve too short),65,,117.59813260291077,65,58.79906630145538,hours
x_time_h/10.1021_acsaem.0c00811/Fig5_B_curve/10.1021_acsaem.0c00811__Fig5__B__curve__spiro-MeOTAD__Series_2.csv,x_time_h,10.1021/acsaem.0c00811,Fig5_B,Series_2,excluded,Curve max time 159.4h < 200.0h (curve too short),65,,121.8498495195817,65,60.92492475979084,hours
x_time_h/10.1021_acsaem.0c01329/Fig5_F_stability_performance_curve_pce/10.1021_acsaem.0c01329__Fig5__F__stability_performance_curve_pce__0_mg_mL__Series_1.csv,x_time_h,10.1021/acsaem.0c01329,Fig5_F,Series_1,excluded,"Too few unique time points (9) in [0,200]h window (data spans 99% of window)",57,,197.4519146276227,9,98.72595731381135,hours
x_time_h/10.1021_acsaem.0c01796/Fig10_whole_stability_performance_curve_pce/10.1021_acsaem.0c01796__Fig10__whole__stability_performance_curve_pce__spiro-OMeTAD__Series_2.csv,x_time_h,10.1021/acsaem.0c01796,Fig10,Series_2,excluded,Curve max time 95.3h < 200.0h (curve too short),48,,94.51314885350953,48,47.25657442675477,hours
