curve_id,true_class,amplitude_pce_percent,white_noise_sigma_norm,correlated_noise_sigma_norm,noise_ar1_rho,raw_point_count,start_norm,peak_h,rapid_decay_end_h,peak_norm,rapid_decay_end_norm,end_norm,fast_fraction,tau_fast_h,tau_slow_h,floor_norm,rise_end_h,shoulder_h,shoulder_norm,minimum_h,recovery_peak_h,minimum_norm,recovery_peak_norm
SYN-0935,IFO-Slope,20.99307124,0.00578701,0.00504547,0.79439656,297,0.98858639,,,,,0.36947906,0.49721172,10.98833214,228.90175171,0.15071974,,,,,,,
SYN-0936,IFO-Bridge,16.02826451,0.00600222,0.00915610,0.72544408,297,0.56358080,,,0.98603752,,0.82449166,,,,,32.14306502,75.15731458,0.96567091,,,,
SYN-0937,IFO-Hill,13.26335273,0.00862440,0.00729826,0.80438011,299,0.48441799,21.37487119,65.12979077,0.97170377,0.45342871,0.34408701,,,,,,,,,,,
SYN-0938,IFO-Hill,16.66875447,0.00309408,0.01247527,0.84734760,280,0.47291482,27.19144689,68.16494368,0.99265723,0.42778568,0.32522071,,,,,,,,,,,
SYN-0939,IFO-Slope,21.68026951,0.00821138,0.01385608,0.85334372,284,0.98040488,,,,,0.27690356,0.64511772,16.19620831,227.19955779,0.11885827,,,,,,,
SYN-0940,IFO-Hill,8.43503006,0.00566439,0.00976445,0.72112818,297,0.50217764,21.29126306,72.52178206,0.97769500,0.49495301,0.23421592,,,,,,,,,,,
SYN-0941,IFO-Slope,9.42921023,0.00603153,0.00715973,0.76031644,289,0.97470024,,,,,0.26178751,0.53669863,16.52249513,174.44516016,0.08784013,,,,,,,
SYN-0942,IFO-Valley,9.15177236,0.00614127,0.01168285,0.80909358,292,0.99296207,,,,,0.70546452,,,,,,,,29.20256370,90.35975209,0.42320283,0.80788040
SYN-0943,IFO-Valley,11.92019290,0.00861555,0.00508278,0.83580201,292,0.98761464,,,,,0.71860987,,,,,,,,37.39120797,84.15964674,0.31147727,0.79861849
SYN-0944,IFO-Valley,8.40743798,0.00902036,0.00983489,0.80325975,290,0.96337672,,,,,0.66395536,,,,,,,,33.94480063,104.94797664,0.41723681,0.87260429
SYN-0945,IFO-Hill,15.43102785,0.00318989,0.00525705,0.90718128,298,0.58435681,25.19469014,54.07436085,0.98728985,0.53998421,0.29918062,,,,,,,,,,,
SYN-0946,IFO-Bridge,12.71145996,0.00302151,0.01337267,0.78659039,293,0.60276402,,,0.97048633,,0.82279233,,,,,18.56347731,59.99508508,0.92553789,,,,
SYN-0947,IFO-Valley,10.03946325,0.00504382,0.01116911,0.78307518,298,0.98848869,,,,,0.72298853,,,,,,,,33.96658878,81.27683699,0.29006151,0.85785495
SYN-0948,IFO-Hill,9.09853420,0.00651651,0.00564627,0.85795424,292,0.47988344,19.15961788,70.93745024,0.99138588,0.39959206,0.24592182,,,,,,,,,,,
SYN-0949,IFO-Valley,14.64664364,0.00488289,0.00879191,0.75664495,288,0.95218714,,,,,0.70864928,,,,,,,,27.12537934,83.34370497,0.27833561,0.83815351
SYN-0950,IFO-Valley,10.54507173,0.00754280,0.01109362,0.78420412,293,0.97010772,,,,,0.66723139,,,,,,,,31.28497723,92.54686252,0.31186312,0.87684591
SYN-0951,IFO-Bridge,20.63676291,0.00892157,0.00985643,0.87155618,297,0.57596524,,,0.97022542,,0.76560098,,,,,30.95613659,67.17679039,0.96133556,,,,
SYN-0952,IFO-Slope,18.96231365,0.00406437,0.00406775,0.80230653,283,0.98002137,,,,,0.19873786,0.63797936,19.20306380,145.40654923,0.08271943,,,,,,,
SYN-0953,IFO-Slope,19.56493394,0.00339927,0.00746069,0.75844336,285,0.98329448,,,,,0.30778716,0.53929229,15.75152187,168.48056615,0.15018541,,,,,,,
SYN-0954,IFO-Slope,23.32398748,0.00510129,0.01136566,0.75136746,297,0.97681769,,,,,0.26885923,0.61981751,15.40187050,225.04503906,0.09708777,,,,,,,
SYN-0955,IFO-Valley,14.41681101,0.00646626,0.01298424,0.87491303,293,0.96553807,,,,,0.64411284,,,,,,,,39.94815657,95.34722398,0.28903220,0.87198557
SYN-0956,IFO-Bridge,11.97700731,0.00442100,0.01297281,0.72970450,296,0.60514592,,,0.97066532,,0.84669590,,,,,25.47710857,60.40998446,0.96088436,,,,
SYN-0957,IFO-Valley,10.98451470,0.00824494,0.01291233,0.78346768,295,0.96310701,,,,,0.65410209,,,,,,,,34.47982908,85.25186182,0.33056366,0.78104349
SYN-0958,IFO-Hill,8.78689071,0.00422174,0.00931791,0.86303715,289,0.55129666,23.24134611,65.88221250,0.99333122,0.53111451,0.28229042,,,,,,,,,,,
SYN-0959,IFO-Bridge,9.15215994,0.00562916,0.00929610,0.83005357,289,0.57296221,,,0.96069395,,0.83946148,,,,,22.80560440,78.41428350,0.92225302,,,,
SYN-0960,IFO-Slope,9.25166818,0.00649999,0.00726983,0.75866849,299,0.97023298,,,,,0.23205403,0.61857051,18.67870291,150.39539506,0.11099543,,,,,,,
SYN-0961,IFO-Valley,23.48993079,0.00839545,0.01212529,0.74004600,292,0.98613510,,,,,0.62562961,,,,,,,,39.39688265,81.56696450,0.37279427,0.88222170
SYN-0962,IFO-Hill,15.98495296,0.00489434,0.01300557,0.84177365,291,0.47535670,19.36529816,67.79329297,0.97971346,0.47715016,0.29726417,,,,,,,,,,,
SYN-0963,IFO-Valley,13.47210703,0.00452553,0.00976780,0.89751548,298,0.97249240,,,,,0.59733781,,,,,,,,39.41210559,104.93230189,0.36341945,0.81190701
SYN-0964,IFO-Valley,14.34087771,0.00764158,0.00420202,0.91598847,294,0.97684937,,,,,0.71744460,,,,,,,,24.60192169,78.96907975,0.28290720,0.89250309
SYN-0965,IFO-Slope,11.01060358,0.00351918,0.01337945,0.74564730,294,0.99306885,,,,,0.32321032,0.48806243,14.49285113,157.71728637,0.15805100,,,,,,,
SYN-0966,IFO-Slope,10.66613364,0.00705482,0.01331101,0.90576683,292,0.99904851,,,,,0.24640211,0.60932222,14.51134586,178.80515513,0.09348422,,,,,,,
SYN-0967,IFO-Valley,19.79159803,0.00621953,0.00426299,0.73183992,289,0.99098193,,,,,0.69237270,,,,,,,,37.60520347,82.36094729,0.35569830,0.87193247
SYN-0968,IFO-Hill,9.22296896,0.00567204,0.01246535,0.81440838,286,0.57771777,28.81601333,71.44817388,0.98560660,0.48696557,0.32277747,,,,,,,,,,,
SYN-0969,IFO-Slope,18.36199544,0.00677710,0.00545916,0.78559452,293,0.97259601,,,,,0.34483110,0.55058641,17.21329299,220.07425622,0.16005034,,,,,,,
SYN-0970,IFO-Bridge,20.63466789,0.00552017,0.01334880,0.89996954,288,0.60789716,,,0.97042551,,0.84270997,,,,,19.04418097,74.96419868,0.96486454,,,,
SYN-0971,IFO-Slope,13.56459901,0.00712603,0.01157468,0.87440002,288,0.98759288,,,,,0.29325108,0.65633239,16.16737750,174.25016053,0.17514791,,,,,,,
SYN-0972,IFO-Hill,12.59687733,0.00660223,0.01164035,0.91262588,286,0.51203373,19.80939464,67.86833223,0.97375722,0.41222457,0.25314683,,,,,,,,,,,
SYN-0973,IFO-Hill,13.50061896,0.00453127,0.00665252,0.80138190,297,0.49033891,19.79448103,67.47406948,0.99051908,0.44600623,0.31686953,,,,,,,,,,,
SYN-0974,IFO-Slope,16.20842682,0.00657860,0.00862549,0.82709253,293,0.98838073,,,,,0.32221814,0.65659194,19.80849593,224.91433906,0.17933739,,,,,,,
SYN-0975,IFO-Valley,21.81534131,0.00554185,0.01311864,0.85003755,293,0.98928502,,,,,0.63955244,,,,,,,,31.78287998,90.46898721,0.28865199,0.90642528
SYN-0976,IFO-Valley,14.67537302,0.00751757,0.00682745,0.89050723,297,0.96806800,,,,,0.65797699,,,,,,,,25.58717254,89.73738873,0.36420486,0.84621057
SYN-0977,IFO-Hill,10.67423270,0.00354150,0.01162608,0.82404110,294,0.60130644,23.95844641,63.27723699,0.99360819,0.39531590,0.27992339,,,,,,,,,,,
SYN-0978,IFO-Valley,21.57510034,0.00513923,0.00572844,0.83965693,292,0.97312733,,,,,0.66862030,,,,,,,,29.50922386,104.54341688,0.35859561,0.81728169
SYN-0979,IFO-Valley,19.87978743,0.00453367,0.01088872,0.83862901,292,0.96536130,,,,,0.59398475,,,,,,,,29.43768361,104.08395750,0.33022376,0.85534755
SYN-0980,IFO-Bridge,19.09629548,0.00732520,0.01129495,0.81630288,279,0.59905807,,,0.97164176,,0.87110905,,,,,27.73443084,70.48838043,0.94199144,,,,
SYN-0981,IFO-Hill,9.78667025,0.00849054,0.00531392,0.91044466,283,0.52334835,21.94927410,62.57420203,0.98525934,0.49263059,0.30463474,,,,,,,,,,,
SYN-0982,IFO-Valley,23.71622967,0.00469324,0.00457679,0.73188850,293,0.98175864,,,,,0.62298261,,,,,,,,39.21964827,94.04412961,0.39848032,0.82093554
SYN-0983,IFO-Hill,20.13006656,0.00792086,0.01164513,0.77538865,293,0.46794050,31.21270984,67.87395678,0.97316449,0.50826720,0.24864824,,,,,,,,,,,
SYN-0984,IFO-Hill,22.57939911,0.00551825,0.00612692,0.80540229,287,0.58355899,18.58224070,64.73613487,0.97759835,0.42871585,0.27112195,,,,,,,,,,,
SYN-0985,IFO-Bridge,21.20674944,0.00506888,0.00461480,0.78744123,292,0.54669701,,,0.98771060,,0.85773468,,,,,31.24670931,72.11932301,0.96508281,,,,
SYN-0986,IFO-Hill,8.86656699,0.00811662,0.00745826,0.86332514,290,0.47785843,29.61309362,54.99666794,0.97210793,0.48587479,0.33743473,,,,,,,,,,,
SYN-0987,IFO-Valley,21.40909595,0.00836519,0.00804432,0.73751125,295,0.97081078,,,,,0.58811206,,,,,,,,40.75577481,90.38233048,0.38169823,0.79477655
SYN-0988,IFO-Hill,12.35992510,0.00727353,0.00446523,0.85644067,299,0.47271606,24.18926251,57.18769728,0.98669967,0.47786356,0.33968882,,,,,,,,,,,
SYN-0989,IFO-Hill,13.29525153,0.00438429,0.00550154,0.78573090,292,0.53791631,30.43498433,65.42666801,0.98875924,0.39968566,0.24189547,,,,,,,,,,,
SYN-0990,IFO-Slope,9.04361757,0.00718219,0.01046799,0.83601596,297,0.99241518,,,,,0.26746946,0.63906215,14.12149458,212.89543320,0.11001961,,,,,,,
SYN-0991,IFO-Valley,8.68397634,0.00820917,0.01188036,0.91881212,289,0.95240166,,,,,0.71695194,,,,,,,,37.72075721,101.30619663,0.35914693,0.86193580
SYN-0992,IFO-Bridge,11.97170201,0.00688998,0.01211357,0.90264507,290,0.65411532,,,0.97812145,,0.78079420,,,,,33.29711542,68.93681798,0.95326475,,,,
SYN-0993,IFO-Bridge,19.08355430,0.00797156,0.00421742,0.72966847,292,0.61293508,,,0.97360187,,0.84270920,,,,,28.35803679,60.76141637,0.94607061,,,,
SYN-0994,IFO-Bridge,14.99859310,0.00968232,0.00841303,0.74009395,289,0.68351450,,,0.99191114,,0.87223004,,,,,25.04874309,58.92519810,0.96882953,,,,
SYN-0995,IFO-Valley,13.33595534,0.00435155,0.00498095,0.80783878,284,0.98845046,,,,,0.60540526,,,,,,,,34.83161384,96.53397661,0.41184308,0.80698279
SYN-0996,IFO-Hill,21.88775212,0.00505871,0.01012770,0.77971619,288,0.57363957,28.31974560,61.19774574,0.97416583,0.39231535,0.23932493,,,,,,,,,,,
SYN-0997,IFO-Slope,14.00398810,0.00300652,0.00993253,0.90442950,295,0.98200985,,,,,0.28856640,0.57452032,11.38512647,152.35512827,0.15749814,,,,,,,
SYN-0998,IFO-Slope,20.30530191,0.00926715,0.01203041,0.86352669,297,0.99020507,,,,,0.37729284,0.51699716,16.74095753,221.72543114,0.17773494,,,,,,,
SYN-0999,IFO-Valley,15.88935447,0.00943048,0.01387762,0.85559888,294,0.98551293,,,,,0.62285225,,,,,,,,39.51871867,84.51423521,0.27377365,0.86397051
SYN-1000,IFO-Valley,8.19250950,0.00781516,0.00898570,0.81498030,292,0.99499502,,,,,0.64673179,,,,,,,,36.30318105,94.83056584,0.34119546,0.90980988
